62,food,食物
62,environmental,環境の
62,developed,発展した
61,process,処理する
61,migration,移動
61,issues,問題
61,information,情報
61,eu,EU
61,certain,一定
61,aspects,側面
60,something,何か
60,intelligence,インテリジェンス
60,idea,考え
60,during,間に
60,and,そして
59,y,Y
59,woman,女性
59,study,調査
59,peace,平和
59,issue,問題
59,game,ゲーム
59,diversity,多様性
59,degree,程度
58,though,にもかかわらず
58,sometimes,時々
58,problem,問題
58,nuclear,核の
58,give,与える
58,due,原因
58,difficult,難しいです
58,basis,基礎
57,three,三
57,therefore,故に
57,simply,単に
57,result,結果
57,place,場所
57,history,歴史
57,group,グループ
57,given,所与
57,factors,要因
57,countries,国
57,arguments,引数
56,why,なぜ
56,show,公演
56,role,役割
56,never,決して
56,more,もっと
56,mean,平均
56,life,生活
56,last,最終
56,control,コントロール
55,theories,理論
55,technology,技術
55,national,国民
55,nation,国家
55,kind,種類
55,hypothesis,仮説
54,produce,作物
54,old,古い
54,look,外観
54,business,ビジネス
53,your,君の
53,potential,潜在的な
53,population,人口
53,place,場所
53,network,通信網
53,law,法律
53,language,言語
53,issue,問題
53,fear,恐れ
53,away,先に
52,yet,未だ
52,years,年
52,sense,感覚
52,related,関連
52,recent,最近
52,paid,支払いました
52,held,開催
52,generally,概して
52,free,自由
52,field,フィールド
52,considered,考えます
52,concept,概念
52,child,子
52,ancient,古代
51,writing,書き込み
51,times,回
51,rural,農村
51,power,パワー
51,play,演奏する
51,difference,差
51,developing,現像
51,argument,引数
50,x,バツ
50,using,使用して
50,subject,主題
50,species,種
50,non,ノン
50,light,光
50,keep,保つ
50,have,持ってる
50,hand,手
50,evolution,進化
50,distance,距離
50,conflict,コンフリクト
50,changes,変更
50,average,平均
49,risk,危険
49,probably,恐らく
49,others,他人
49,once,一度
49,loss,損失
49,live,住む
49,focus,フォーカス
49,females,メス
49,day,日
49,came,来ました
49,by,沿って
49,asia,アジア
49,article,論文
49,advances,進歩
48,x,バツ
48,usually,通常
48,test,テスト
48,seem,思われる
48,my,じぶんの
48,live,住む
48,large,大
48,groups,グループ
48,experience,経験
48,either,どちらか
48,country,国
47,things,物事
47,scientists,科学者
47,really,本当に
47,range,範囲
47,far,遥か
47,especially,特に
47,concepts,コンセプト
47,but,だが
46,works,ワークス
46,v,V
46,upon,に
46,technology,技術
46,system,システム
46,sexual,性的
46,second,第2
46,persuasive,説得力のあります
46,organization,組織
46,level,レベル
46,involved,関与
46,health,健康
46,greater,大きいです
46,first,最初
46,face,面
46,data,データ
46,choices,選択肢
46,butterflies,蝶
46,all,すべて
45,words,言葉
45,u,U
45,this,この
45,themselves,自分自身
45,society,社会
45,religious,宗教的な
45,ones,もの
45,major,主要な
45,learning,ラーニング
45,learn,学びます
45,going,行き
45,financial,金融
45,experience,経験
45,complex,繁雑
45,butterfly,バタフライ
45,art,アート
45,almost,ほとんど
44,than,より
44,relationship,関係
44,permanent,恒久
44,performance,演奏
44,man,おとこ
44,include,含めます
44,hypothesis,仮説
44,example,例
44,disease,疾患
44,control,コントロール
44,before,前
43,then,それから
43,particularly,特に
43,lead,鉛
43,interest,関心
43,including,含みます
43,hard,ハード
43,enough,足りる
43,down,ダウン
43,clear,晴れ
43,call,コール
43,back,バック
43,attention,注意
43,agricultural,農業の
42,system,システム
42,status,状態
42,seems,そうです
42,says,言います
42,policies,ポリシー
42,nearly,ほとんど
42,middle,中間
42,market,市場
42,key,キー
42,increasing,増加
42,hypotheses,仮説
42,eu,EU
42,endangered,絶滅の危機に瀕
42,create,作ります
42,became,なりました
42,actually,実際
41,tests,テスト
41,test,テスト
41,takes,とり
41,statements,ステートメント
41,researchers,研究者
41,rely,頼ります
41,make,メイク
41,generation,世代
41,difference,差
41,community,コミュニティ
41,best,ベスト
41,behavior,動作
41,basic,基本的な
41,account,アカウント
40,situation,状況
40,receiver,受信機
40,quite,かなり
40,paragraph,段落
40,notion,概念
40,long,長いです
40,led,導いた
40,israeli,イスラエル人
40,high,高い
40,english,英語
40,effect,効果
39,turn,順番
39,strategy,戦略
39,south,南
39,from,から
39,family,家族
39,existing,既存の
39,develop,発展させる
39,american,アメリカン
38,structure,構造
38,single,シングル
38,purpose,目的
38,poor,貧しいです
38,mean,平均
38,lower,下
38,lot,たくさん
38,future,未来
38,four,四
38,forms,フォーム
38,contrast,コントラスト
38,behavior,動作
38,asian,アジアン
37,until,まで
37,thick,厚い
37,text,テキスト
37,strategy,戦略
37,shared,シェアード
37,philanthropy,慈善
37,occur,発生する
37,objective,目的
37,museum,博物館
37,medical,医療の
37,laws,法制
37,kinds,種類
37,influence,影響
37,increase,増加する
37,gene,遺伝子
37,further,さらに
37,choose,選択
37,choice,選択
37,big,大きい
37,b,B
37,argue,論じます
36,word,語
36,whatever,なんでも
36,universal,ユニバーサル
36,too,余りに
36,technological,科学技術の
36,suggests,示唆
36,spread,展開する
36,regard,について
36,prevent,防ぐ
36,practical,実用的
36,politics,政治
36,p,P
36,nations,国
36,men,男性
36,limited,限られました
36,lies,嘘
36,least,最低
36,instance,インスタンス
36,hours,時間
36,hold,ホールド
36,god,神
36,death,死
36,concerned,心配している
36,claim,請求
36,becomes,となり
36,area,範囲
35,various,諸
35,two,二
35,think,考えます
35,the,インクルード
35,success,成功
35,science,理科
35,say,いう
35,rule,ルール
35,robust,壮健
35,resource,資源
35,reach,リーチ
35,off,オフ
35,norms,規範
35,interest,関心
35,indeed,確かに
35,however,しかしながら
35,group,グループ
35,geneva,ジュネーブ
35,future,未来
35,follow,従います
35,fall,秋
35,european,欧州の
35,donors,ドナー
35,development,開発
35,comes,来ます
35,chance,機会
35,cause,原因
35,cases,ケース
35,book,本
35,act,行為
34,written,書かれました
34,write,書く
34,try,試します
34,therefore,故に
34,technical,テクニカル
34,source,ソース
34,socially,社会的に
34,serve,サーブ
34,seen,見て
34,parole,仮出所
34,opinion,意見
34,off,オフ
34,nothing,何も
34,levels,レベル
34,level,レベル
34,internal,内部
34,historical,歴史的
34,having,ました
34,half,ハーフ
34,goal,ゴール
34,free,自由
34,factor,因子
34,extent,エクステント
34,effective,効果的な
34,decision,決定
34,companies,企業
34,clearly,はっきり
34,children,子供達
34,body,体
34,asia,アジア
34,agree,一致します
33,view,見る
33,type,タイプ
33,small,小さい
33,share,シェア
33,relation,関係
33,provide,供給する
33,poverty,貧困
33,policy,ポリシー
33,parents,親
33,otherwise,さもないと
33,offer,提供
33,million,百万
33,member,メンバー
33,main,メイン
33,linked,リンク
33,legal,法的
33,joint,ジョイント
33,interpretation,解釈
33,giving,与え
33,gender,性別
33,game,ゲーム
33,frequently,しばしば
33,fewer,少ないです
33,feel,感じます
33,features,特徴
33,endurance,耐久
33,effects,効果
33,determine,定めます
33,democracy,民主主義
33,credibility,信頼性
33,close,閉じる
33,choice,選択
33,child,子
33,changing,変化
33,case,場合
32,year,年
32,wide,ワイド
32,understood,理解
32,trust,信頼
32,specie,正貨
32,shackleton,シャクルトン
32,several,いくつかの
32,require,必要とする
32,question,質問
32,principles,原則
32,next,次
32,move,動き
32,methods,方法
32,members,メンバー
32,matter,案件
32,mating,交配
32,latin,ラテン語
32,known,知られています
32,growing,成長
32,graduate,卒業
32,formal,フォーマル
32,factor,因子
32,ever,今までに
32,empirical,実証的
32,ecology,エコロジー
32,demonstrate,証明します
32,century,世紀
32,approaches,アプローチ
32,anything,何でも
32,always,常に
31,visual,ビジュアル
31,up,アップ
31,today,今日
31,thing,事
31,text,テキスト
31,simple,シンプル
31,sdc,SDC
31,reality,現実
31,read,読んだ
31,question,質問
31,prisoners,囚人たち
31,powerful,強いです
31,position,ポジション
31,person,人
31,method,方法
31,m,メートル
31,hand,手
31,governments,政府
31,full,いっぱい
31,external,外部の
31,exactly,丁度
31,dominant,支配的な
31,current,電流
31,creatures,生き物
31,conditions,条件
31,communicators,コミュニケーター
30,working,ワーキング
30,ultraviolet,紫外
30,sv,SV
30,situation,状況
30,second,第2
30,roughly,おおよそ
30,relatively,比較的に
30,reflect,反射する
30,part,部
30,matter,案件
30,lanzarote,ランサローテ島
30,island,島
30,institutions,機関
30,importance,重要性
30,happiness,幸福
30,gain,利得
30,food,食物
30,easily,簡単に
30,e,E
30,designed,設計
30,decision,決定
29,unless,ない限り、
29,tradition,伝統
29,toward,方へ
29,thought,思想
29,third,第三
29,talk,トーク
29,survival,生存
29,reading,読書
29,project,事業
29,producing,作成
29,practices,プラクティス
29,population,人口
29,personal,個人的な
29,ourselves,自分自身
29,model,モデル
29,low,低いです
29,looked,見えました
29,land,土地
29,intelligent,インテリジェント
29,him,彼を
29,governmental,政府の
29,french,フランス語
29,female,女性
29,family,家族
29,entire,全体
29,employment,雇用
29,discrimination,差別
29,demand,要求する
29,course,コース
29,carefully,注意深く
29,area,範囲
29,analysis,分析
29,along,沿って
29,allow,許します
29,addition,添加
29,access,アクセス
28,whole,全体
28,west,西
28,weapon,武器
28,vocabulary,単語
28,use,使用する
28,typically,一般的に
28,today,今日
28,students,学生
28,sleep,睡眠
28,simple,シンプル
28,side,側
28,shape,形状
28,scientist,科学者
28,refers,指し、
28,product,製品
28,produced,生産
28,private,民間
28,parts,部品
28,other,他の
28,needs,ニーズ
28,member,メンバー
28,market,市場
28,labor,労働
28,institution,施設
28,here,ここに
28,governance,ガバナンス
28,fair,公正な
28,extreme,極端な
28,end,終わり
28,earnings,収入
28,early,早いです
28,destruction,破壊
28,depends,依存
28,course,コース
28,conventional,従来の
28,constitute,構成します
28,computer,コンピューター
28,climate,気候
28,butterfly,バタフライ
28,awareness,意識
28,associated,関連しました
28,alone,一人で
28,affect,影響を及ぼす
28,address,住所
27,want,欲しいです
27,ventures,ベンチャー
27,took,取った
27,themselves,自分自身
27,study,調査
27,shiftwork,交代制勤務
27,rate,割合
27,price,価格
27,past,過去
27,nevertheless,それにもかかわらず
27,maori,マオリ
27,investigation,調査
27,give,与える
27,freedom,自由
27,facts,事実
27,exist,が存在
27,equally,平等に
27,despite,にもかかわらず
27,critical,クリティカル
27,coping,対処
27,contrary,反対
27,communicator,コミュニケーター
27,communication,コミュニケーション
27,claims,請求
27,causes,原因
27,because,なぜなら
27,antarctic,南極
27,alternative,選択肢
27,already,既に
27,actors,俳優
26,young,若い
26,workers,労働者
26,woman,女性
26,war,戦争
26,trying,しよう
26,together,一緒
26,there,そこ
26,sustainable,持続可能な
26,scientist,科学者
26,rotating,回転
26,rhetoric,レトリック
26,refer,参照します
26,questions,質問
26,quality,品質
26,principle,原理
26,present,現在
26,partly,一部に
26,ought,べき
26,offered,提供
26,o,O
26,neither,どちらもありません
26,movement,移動
26,migration,移動
26,me,私に
26,job,ジョブ
26,indeed,確かに
26,if,もし
26,extremely,極めて
26,europe,ヨーロッパ
26,doing,やっ
26,diverse,多様
26,day,日
26,conservation,保全
26,consequence,結果
26,color,色
26,circumstances,状況
26,cf,CF
26,certainly,もちろん
26,biosphere,生物圏
26,audience,聴衆
26,age,年齢
26,adaptive,適応
26,across,横切って
25,uses,用途
25,unique,ユニーク
25,t,トン
25,southeast,南東
25,shows,ショー
25,respect,尊敬
25,research,研究
25,provided,提供
25,preservation,保存
25,practice,練習
25,parenting,子育て
25,nonwestern,nonwestern
25,nature,自然
25,money,お金
25,measured,測定
25,learned,学びました
25,leads,リード
25,knowing,知ること
25,know,知っています
25,housing,ハウジング
25,fundamental,基本的な
25,form,形
25,fail,不合格
25,explain,説明します
25,emotions,感情
25,effect,効果
25,consensus,コンセンサス
25,conduct,行動
25,conclusion,結論
25,civil,民事上
25,changed,かわった
25,author,著者
25,appeared,登場
25,alice,アリス
25,age,年齢
25,achieve,成し遂げる
25,abstract,概要
24,word,語
24,water,水
24,viewed,見ます
24,versus,対
24,treaty,条約
24,see,見る
24,report,報告書
24,reality,現実
24,protect,守ります
24,program,プログラム
24,perhaps,多分
24,over,オーバー
24,outside,外側
24,now,今
24,multiple,複数
24,mentioned,言及
24,mate,メイト
24,liberal,リベラル
24,job,ジョブ
24,hunger,飢え
24,hrc,HRC
24,hope,望む
24,futures,先物
24,furthermore,更に
24,friend,友人
24,eye,眼
24,experimental,実験的
24,everyday,毎日
24,education,教育
24,disappearance,失踪
24,darwin,ダーウィン
24,contrary,反対
24,concern,懸念
24,complete,コンプリート
24,chemical,ケミカル
24,bring,持って来ます
24,brain,脳
24,biological,生物学
24,belief,信念
24,began,始めた
24,appear,現れる
24,agriculture,農業
24,advantage,利点
24,action,アクション
24,accept,受け入れます
23,water,水
23,virtually,実際に
23,tourism,観光
23,third,第三
23,thinking,考え
23,taking,撮影
23,structure,構造
23,special,特別
23,significant,重要
23,sided,両面
23,sharp,シャープ
23,sexuality,セクシュアリティ
23,serious,深刻
23,sentence,文
23,return,リターン
23,resources,リソース
23,requires,必要となります
23,player,プレーヤー
23,normal,正常
23,night,夜
23,morning,朝
23,message,メッセージ
23,living,生活
23,interaction,インタラクション
23,impossible,不可能
23,impact,影響
23,hair,ヘア
23,ground,接地
23,good,良い
23,front,前面
23,five,五
23,field,フィールド
23,farmers,農民
23,expedition,遠征
23,existence,存在
23,examples,例
23,eventually,結局
23,equal,等しい
23,ensure,確保
23,eight,8
23,educational,教育の
23,done,行われ
23,demonstrated,立証
23,customary,慣用
23,continue,継続する
23,contemporary,コンテンポラリー
23,confucius,孔子
23,commercial,商業の
23,boc,BOC
23,assumed,仮定
23,armed,武装しました
23,advance,前進
23,about,約
22,which,これ
22,venture,ベンチャー
22,turn,順番
22,total,トータル
22,thus,こうして
22,testing,テスティング
22,substantial,実質的
22,stem,幹
22,search,探す
22,scenarios,シナリオ
22,recognized,認識
22,receiving,受信
22,phenomenon,現象
22,parent,親
22,original,元の
22,opinion,意見
22,nor,も
22,networks,ネットワーク
22,necessarily,必ずしも
22,migrate,移行
22,merely,単に
22,material,材料
22,longer,より長いです
22,leaders,リーダー
22,influenced,影響を受け
22,ice,氷
22,i,私
22,growth,成長
22,government,政府
22,favor,好意
22,expert,専門
22,end,終わり
22,emphasize,強調
22,education,教育
22,east,東
22,disappear,姿を消す
22,define,定義
22,court,裁判所
22,cost,費用
22,correct,正しい
22,content,コンテンツ
22,concerning,について
22,communities,コミュニティ
22,china,中国
22,challenge,チャレンジ
22,car,車
22,brought,持ってきた
22,bij,BIJ
22,attack,攻撃
22,appropriate,適切な
22,activity,アクティビティ
22,ability,能力
21,wrong,違う
21,world's,世界
21,wings,翼
21,tsunami,津波
21,theoretical,理論的な
21,survive,生き残ります
21,studied,研究
21,step,ステップ
21,seek,求める
21,school,学校
21,run,ラン
21,restricted,制限されました
21,reliable,信頼性のある
21,regions,地域
21,promoted,昇格
21,process,処理する
21,practice,練習
21,perceived,認知
21,organization,組織
21,order,注文
21,opinions,意見
21,often,しばしば
21,me,私に
21,majority,大多数
21,lose,失う
21,let,てみましょう
21,learn,学びます
21,japan,日本
21,itself,自体
21,investment,投資
21,inevitable,必然
21,house,家
21,happy,ハッピー
21,function,関数
21,fully,十分
21,fight,戦い
21,far,遥か
21,faced,直面しています
21,exist,が存在
21,evolved,進化
21,environment,環境
21,english,英語
21,dispute,紛争
21,crucial,重要
21,company,会社
21,centuries,何世紀
21,can,できる
21,c,C
21,buy,購入
21,broad,幅広いです
21,benefits,利点
21,behind,後ろに
21,approach,アプローチ
21,apparently,明らかに
21,ago,前
21,again,再び
20,write,書く
20,weather,天気
20,turned,投入
20,tradition,伝統
20,suggest,提案します
20,successful,成功しました
20,studies,研究
20,store,お店
20,status,状態
20,somewhat,幾分
20,rich,リッチ
20,rhythms,リズム
20,rest,残り
20,reproductive,生殖
20,remain,残ります
20,relative,相対的
20,regardless,かかわらず、
20,reducing,縮小
20,receive,受け取ります
20,push,押す
20,purpose,目的
20,proper,適切な
20,prime,プライム
20,politics,政治
20,peace,平和
20,palestinian,パレスチナ
20,own,自分の
20,or,若しくは
20,object,オブジェクト
20,need,必要
20,moreover,又
20,military,軍事的
20,mental,メンタル
20,meet,会います
20,literate,読み書き
20,literacy,リテラシー
20,linguistic,言語学
20,leading,リーディング
20,involves,関係
20,investment,投資
20,interpretation,解釈
20,inherited,遺伝性の
20,information,情報
20,independent,独立の
20,immediate,即座
20,high,高い
20,helped,助けました
20,heart,ハート
20,healthcare,健康管理
20,hague,ハーグ
20,governance,ガバナンス
20,go,行きます
20,gap,ギャップ
20,friends,友人
20,founded,設立
20,forbid,禁じます
20,findings,調査結果
20,find,見つけます
20,figure,フィギュア
20,fifty,五十
20,feature,特徴
20,fates,運命
20,failure,故障
20,experts,専門家
20,exists,存在します
20,employer,雇用者
20,discrimination,差別
20,described,説明
20,data,データ
20,critics,批評家
20,contribution,貢献
20,consistent,首尾一貫した
20,circadian,サーカディアン
20,carry,運ぶ
20,care,お手入れ
20,available,利用できます
20,attitudes,態度
20,art,アート
20,alone,一人で
20,aid,援助
19,whose,その
19,treaties,条約
19,tested,テスト
19,suggest,提案します
19,street,通り
19,speech,スピーチ
19,shown,示します
19,short,ショート
19,rise,上がり
19,responsible,責任者
19,recently,最近
19,rational,合理的な
19,ranging,まで
19,press,押す
19,poverty,貧困
19,possibility,可能性
19,players,プレーヤー
19,persuasion,説得
19,otherwise,さもないと
19,oral,オーラル
19,nor,も
19,much,はるかに
19,mind,マインド
19,male,男性
19,links,リンク
19,liberty,自由
19,instead,その代わり
19,hundreds,何百
19,gnau,gnau
19,gene,遺伝子
19,expression,表現
19,express,急行
19,employment,雇用
19,elsewhere,他の場所
19,earlier,ついさっき
19,discussion,討論
19,different,異なります
19,designer,デザイナー
19,demands,要求
19,daily,日々
19,cox,コックス
19,chivalry,騎士道
19,attention,注意
19,assume,仮定
19,allowing,可能
19,again,再び
18,wing,羽
18,while,同時に
18,whereas,一方、
18,valuable,貴重
18,twice,二回
18,truth,真実
18,traits,特徴
18,trade,トレード
18,term,期間
18,surface,表面
18,support,サポート
18,sought,求め
18,seemed,見えました
18,romansh,ロマンシュ
18,relation,関係
18,regarding,に対する
18,reduced,削減
18,recognize,認めます
18,public,公衆
18,project,事業
18,products,プロダクト
18,production,製造
18,points,点数
18,playing,演奏
18,phrase,句
18,pheromones,フェロモン
18,percent,パーセント
18,outcome,結果
18,occur,発生する
18,occupational,職業の
18,observed,観測されました
18,ngo,NGO
18,mozart,モーツァルト
18,metaphor,比喩
18,lost,失われました
18,looking,見ること
18,left,左
18,lack,欠如
18,involve,巻き込みます
18,interactions,相互作用
18,instances,インスタンス
18,hence,それゆえに
18,happy,ハッピー
18,happiness,幸福
18,gets,取得
18,genome,ゲノム
18,gave,与えました
18,gain,利得
18,expect,期待します
18,event,イベント
18,established,設立
18,equivalent,同じ
18,drop,落とす
18,down,ダウン
18,distinguishing,区別する
18,discrepancy,不一致
18,develop,発展させる
18,death,死
18,courtship,求婚
18,compared,比べ
18,communicator,コミュニケーター
18,code,コード
18,choosing,選択します
18,center,センター
18,capable,できます
18,campaign,運動
18,build,ビルド
18,boc,BOC
18,believes,考えています
18,behaviors,行動
18,authors,著者
18,audience,聴衆
18,appeals,控訴
18,allows,ことができます
18,adopt,採用
18,additional,追加
18,absence,不在
17,worry,心配
17,widely,広く
17,when,いつ
17,weight,重量
17,valuing,重視
17,v,V
17,unlikely,そう
17,under,下
17,ultimatum,最後通牒
17,tools,ツール
17,thereby,それによって
17,tendency,傾向
17,suggested,提案
17,succeeded,成功しました
17,subjects,科目
17,strongly,強く
17,strong,強い
17,started,開始
17,standards,スタンダード
17,spokesmen,スポークスマン
17,some,いくつか
17,separate,分ける
17,sensitive,敏感
17,role,役割
17,responsibility,責任
17,reflects,反映
17,pull,引く
17,prohibited,禁止
17,professor,教授
17,preferred,好適
17,possibilities,可能性
17,physical,物理的
17,overall,全体
17,operations,オペレーション
17,offers,提供
17,near,近く
17,model,モデル
17,metaphors,メタファー
17,mat,マット
17,link,リンク
17,lay,素人
17,larger,大きな
17,large,大
17,korea,韓国
17,islands,島々
17,interests,利益
17,inherent,固有
17,hierarchical,階層
17,helps,ことができます
17,happened,起こりました
17,gun,銃
17,general,一般的な
17,functions,関数
17,finding,発見
17,experiment,実験
17,expedition,遠征
17,effective,効果的な
17,ecological,生態
17,driving,駆動
17,disruption,混乱
17,detailed,詳細に
17,depend,依存
17,dealing,取引
17,currently,現在
17,costs,コスト
17,controlled,制御
17,connected,接続
17,conformity,一致
17,conflicts,競合
17,conducting,実施
17,concern,懸念
17,complex,繁雑
17,civilization,文明
17,city,市
17,beliefs,信念
17,becoming,なってきて
17,barrington,バーリントン
17,attractive,魅力的
17,appearance,外観
17,ago,前
17,adopt,採用
17,adjustment,調整
17,activities,活動
17,action,アクション
17,accountability,アカウンタビリティー
16,york,ニューヨーク
16,worthy,価値があります
16,wisdom,知恵
16,willpower,気力
16,widespread,広範
16,what,何
16,village,村
16,views,景色
16,unusual,珍しいです
16,understand,理解する
16,uncertainty,不確実性
16,trade,トレード
16,tendency,傾向
16,sum,和
16,start,開始
16,spend,費やす
16,skills,スキル
16,side,側
16,serving,サービス提供
16,security,セキュリティ
16,responsibility,責任
16,response,応答
16,reject,拒絶します
16,regular,定期的な
16,region,領域
16,refuse,ごみ
16,race,人種
16,prove,証明します
16,projects,プロジェクト
16,presenting,提示
16,presented,提示
16,prediction,予測
16,pre,前
16,plausible,尤もらしいです
16,per,あたり
16,outcome,結果
16,origin,原点
16,open,開いた
16,nutrient,栄養素
16,needed,必要に応じて
16,name,名前
16,most,最も
16,monitoring,モニタリング
16,mid,ミッド
16,merits,優劣
16,maori,マオリ
16,manipulations,操作
16,love,愛する
16,lives,生活
16,liking,好み
16,likely,恐らく
16,knew,知っていました
16,jewish,ユダヤ人の
16,institutional,制度
16,india,インド
16,included,付属
16,illustration,図
16,humans,人間
16,happens,たまたま
16,gradually,徐々に
16,god,神
16,goal,ゴール
16,further,さらに
16,fearful,恐ろしいです
16,fatigue,倦怠感
16,extra,エクストラ
16,extensive,広範囲
16,explains,説明
16,explained,説明
16,except,除きます
16,environment,環境
16,enhance,強化
16,elephant,象
16,element,素子
16,discuss,議論する
16,discipline,懲戒
16,diet,ダイエット
16,derives,派生
16,denied,拒否されました
16,demand,要求する
16,deliberate,意図的
16,conceptual,概念の
16,computers,コンピューター
16,cities,都市
16,challenges,課題
16,businesses,ビジネス
16,british,英国人
16,begun,開始
16,base,ベース
16,bad,悪い
16,aware,気がついて
16,attract,引き付けます
16,attitude,姿勢
16,attempt,試み
16,arab,アラブ
16,ancestors,祖先
16,allow,許します
16,afford,与えます
16,adopting,採用
16,adopted,採用
16,achieved,達成
15,wrong,違う
15,worst,最悪
15,voting,投票
15,volume,ボリューム
15,vital,肝要
15,vague,漠然としました
15,unfamiliar,見知らぬ
15,ultimately,最終的には
15,told,話しました
15,texts,テキスト
15,temple,寺院
15,task,仕事
