106,liberalism,自由主義,,,
106,culture,文化,,,
105,t,トン,,,
104,world,世界,,,
104,part,部,,,
103,them,それら,,,
103,species,種,,,
103,see,見る,,,
103,population,人口,,,
102,after,後に,,,
101,still,やはり,,,
101,rather,かなり,,,
101,animal,動物,,,
100,leadership,リーダーシップ,,,
99,animals,動物,,,
98,theory,理論,,,
98,possible,可能,,,
98,always,常に,,,
97,universal,ユニバーサル,,,
97,problems,問題,,,
97,leaders,リーダー,,,
97,economic,経済の,,,
97,against,に対して,,,
96,research,研究,,,
96,power,パワー,,,
96,help,助けて,,,
96,great,すごい,,,
95,century,世紀,,,
95,best,ベスト,,,
94,environment,環境,,,
93,problem,問題,,,
93,idea,考え,,,
93,genetic,遺伝子の,,,
93,far,遥か,,,
93,el,エル,,,
93,article,論文,,,
92,source,ソース,,,
92,she,彼女,,,
91,why,なぜ,,,
91,paragraph,段落,,,
91,living,生活,,,
91,learn,学びます,,,
91,child,子,,,
90,something,何か,,,
90,made,製,,,
90,environmental,環境の,,,
89,toward,方へ,,,
89,come,来ます,,,
89,cannot,できません,,,
88,think,考えます,,,
88,system,システム,,,
88,on,オン,,,
88,developed,発展した,,,
87,then,それから,,,
87,personal,個人的な,,,
87,festival,祭り,,,
87,communication,コミュニケーション,,,
86,where,どこ,,,
86,real,リアル,,,
86,better,よりよいです,,,
85,process,処理する,,,
85,need,必要,,,
85,likely,恐らく,,,
85,do,行う,,,
85,although,であるが,,,
84,study,調査,,,
84,civil,民事上,,,
84,able,できます,,,
83,future,未来,,,
83,cultural,文化的,,,
82,while,同時に,,,
82,during,間に,,,
82,create,作ります,,,
81,term,期間,,,
81,small,小さい,,,
80,called,呼ばれます,,,
80,all,すべて,,,
79,second,第2,,,
79,million,百万,,,
78,sense,感覚,,,
78,point,ポイント,,,
78,learning,ラーニング,,,
78,change,変化する,,,
77,several,いくつかの,,,
77,medical,医療の,,,
77,important,重要,,,
77,author,著者,,,
76,others,他人,,,
76,long,長いです,,,
76,landmarks,ランドマーク,,,
76,development,開発,,,
75,in,に,,,
75,him,彼を,,,
75,growth,成長,,,
75,before,前,,,
74,related,関連,,,
74,go,行きます,,,
73,individual,個人,,,
73,evolutionary,進化の,,,
72,yet,未だ,,,
72,water,水,,,
72,provide,供給する,,,
72,problem,問題,,,
72,find,見つけます,,,
71,usually,通常,,,
71,too,余りに,,,
71,simply,単に,,,
71,result,結果,,,
71,for,にとって,,,
71,every,すべての,,,
71,american,アメリカン,,,
70,view,見る,,,
70,since,から,,,
70,seems,そうです,,,
70,country,国,,,
70,behavior,動作,,,
69,number,数,,,
69,making,作成,,,
69,longer,より長いです,,,
69,least,最低,,,
69,get,取得する,,,
68,particular,特定の,,,
68,makes,MAKES,,,
68,forms,フォーム,,,
68,finding,発見,,,
67,without,無し,,,
67,upon,に,,,
67,school,学校,,,
67,knowledge,知識,,,
67,history,歴史,,,
67,happiness,幸福,,,
67,government,政府,,,
66,state,状態,,,
66,future,未来,,,
66,certain,一定,,,
65,work,作業,,,
65,public,公衆,,,
65,of,の,,,
65,large,大,,,
65,fact,事実,,,
65,doing,やっ,,,
65,common,一般,,,
64,using,使用して,,,
64,set,セットする,,,
64,liberal,リベラル,,,
64,lead,鉛,,,
64,internet,インターネット,,,
64,independent,独立の,,,
64,group,グループ,,,
64,general,一般的な,,,
64,civility,礼節,,,
64,changes,変更,,,
63,students,学生,,,
63,software,ソフトウェア,,,
63,similar,同様の,,,
63,seen,見て,,,
63,model,モデル,,,
63,family,家族,,,
63,early,早いです,,,
62,whether,かどうか,,,
62,under,下,,,
62,though,にもかかわらず,,,
62,themselves,自分自身,,,
62,system,システム,,,
62,media,メディア,,,
62,look,外観,,,
62,give,与える,,,
62,consider,考えます,,,
61,whose,その,,,
61,things,物事,,,
61,technology,技術,,,
61,state,状態,,,
61,paper,論文,,,
61,one,1,,,
61,know,知っています,,,
61,complex,繁雑,,,
61,and,そして,,,
61,already,既に,,,
60,person,人,,,
60,others,他人,,,
60,means,手段,,,
60,comes,来ます,,,
60,became,なりました,,,
60,free,自由,,,
59,value,値,,,
59,thus,こうして,,,
59,planet,惑星,,,
59,industrial,インダストリアル,,,
59,device,端末,,,
58,to,に,,,
58,lovelock,ラブロック,,,
58,displays,ディスプレイ,,,
58,considered,考えます,,,
58,away,先に,,,
57,warm,暖かいです,,,
57,university,大学,,,
57,united,ユナイテッド,,,
57,terms,条項,,,
57,seem,思われる,,,
57,says,言います,,,
57,probably,恐らく,,,
57,nature,自然,,,
57,liberalism,自由主義,,,
57,concept,概念,,,
57,century,世紀,,,
56,want,欲しいです,,,
56,surveillance,監視,,,
56,revolution,革命,,,
56,perhaps,多分,,,
56,opportunities,チャンス,,,
56,high,高い,,,
56,few,少数,,,
56,difficult,難しいです,,,
56,believe,信じます,,,
56,around,周りに,,,
55,word,語,,,
55,whole,全体,,,
55,three,三,,,
55,specie,正貨,,,
55,scientists,科学者,,,
55,people,人,,,
55,from,から,,,
54,researchers,研究者,,,
54,question,質問,,,
54,old,古い,,,
54,moral,道徳の,,,
54,first,最初,,,
54,down,ダウン,,,
54,data,データ,,,
53,urban,都市,,,
53,times,回,,,
53,single,シングル,,,
53,say,いう,,,
53,said,前記,,,
53,rules,ルール,,,
53,relatively,比較的に,,,
53,other,他の,,,
53,open,開いた,,,
53,form,形,,,
53,documents,ドキュメント,,,
53,back,バック,,,
52,national,国民,,,
52,local,地元,,,
52,including,含みます,,,
52,earth,地球,,,
52,asked,尋ね,,,
52,along,沿って,,,
51,word,語,,,
51,technology,技術,,,
51,suggested,提案,,,
51,statements,ステートメント,,,
51,scientific,科学的,,,
51,recent,最近,,,
51,place,場所,,,
51,natural,ナチュラル,,,
51,feel,感じます,,,
51,computer,コンピューター,,,
50,understand,理解する,,,
50,traditional,伝統的な,,,
50,strong,強い,,,
50,short,ショート,,,
50,prime,プライム,,,
50,objects,オブジェクト,,,
50,known,知られています,,,
50,human,人間,,,
50,groups,グループ,,,
50,greater,大きいです,,,
50,earth,地球,,,
50,cities,都市,,,
50,book,本,,,
50,average,平均,,,
49,thought,思想,,,
49,society,社会,,,
49,situation,状況,,,
49,physical,物理的,,,
49,out,でる,,,
49,high,高い,,,
49,fda,FDA,,,
49,evolution,進化,,,
49,essential,不可欠,,,
49,developing,現像,,,
49,clear,晴れ,,,
49,chomsky,チョムスキー,,,
49,behavior,動作,,,
49,beginning,初め,,,
49,atmosphere,雰囲気,,,
48,young,若い,,,
48,so,そう,,,
48,little,少し,,,
48,landmark,ランドマーク,,,
48,enso,ENSO,,,
48,culture,文化,,,
48,concern,懸念,,,
48,birds,鳥類,,,
48,approach,アプローチ,,,
48,almost,ほとんど,,,
48,african,アフリカの,,,
48,service,サービス,,,
47,tendency,傾向,,,
47,say,いう,,,
47,position,ポジション,,,
47,men,男性,,,
47,major,主要な,,,
47,images,画像,,,
47,happiness,幸福,,,
47,example,例,,,
47,edison,エジソン,,,
47,develop,発展させる,,,
47,case,場合,,,
47,but,だが,,,
47,animal,動物,,,
47,ago,前,,,
47,act,行為,,,
46,supported,サポート,,,
46,support,サポート,,,
46,structure,構造,,,
46,right,正しい,,,
46,past,過去,,,
46,parents,親,,,
46,online,オンライン,,,
46,occur,発生する,,,
46,not,ではありません,,,
46,mass,質量,,,
46,lot,たくさん,,,
46,long,長いです,,,
46,led,導いた,,,
46,importance,重要性,,,
46,given,所与,,,
46,experience,経験,,,
46,dr,DR,,,
46,device,端末,,,
46,countries,国,,,
46,article,論文,,,
45,view,見る,,,
45,rulers,ルーラー,,,
45,outside,外側,,,
45,my,じぶんの,,,
45,medium,中,,,
45,good,良い,,,
45,further,さらに,,,
45,display,表示,,,
45,course,コース,,,
45,country,国,,,
45,city,市,,,
45,again,再び,,,
44,work,作業,,,
44,religious,宗教的な,,,
44,question,質問,,,
44,play,演奏する,,,
44,members,メンバー,,,
44,invention,発明,,,
44,information,情報,,,
44,happy,ハッピー,,,
44,function,関数,,,
44,evidence,証拠,,,
44,context,環境,,,
44,compared,比べ,,,
44,city,市,,,
43,polo,ポロ,,,
43,larger,大きな,,,
43,generally,概して,,,
43,characteristics,特性,,,
43,change,変化する,,,
43,came,来ました,,,
42,warming,ウォーミング,,,
42,until,まで,,,
42,specialized,専門的な,,,
42,show,公演,,,
42,share,シェア,,,
42,s,S,,,
42,relative,相対的,,,
42,powerful,強いです,,,
42,non,ノン,,,
42,mitochondrial,ミトコンドリア,,,
42,millions,何百万人,,,
42,mentioned,言及,,,
42,live,住む,,,
42,liberal,リベラル,,,
42,government,政府,,,
42,appears,表示されます,,,
42,simple,シンプル,,,
41,try,試します,,,
41,qualities,資質,,,
41,place,場所,,,
41,needed,必要に応じて,,,
41,mean,平均,,,
41,level,レベル,,,
41,function,関数,,,
41,face,面,,,
41,evolution,進化,,,
41,especially,特に,,,
41,digital,デジタル,,,
41,control,コントロール,,,
41,begin,ベギン,,,
40,tend,傾向があります,,,
40,teacher,先生,,,
40,role,役割,,,
40,make,メイク,,,
40,levels,レベル,,,
40,left,左,,,
40,large,大,,,
40,french,フランス語,,,
40,experience,経験,,,
40,evolved,進化,,,
40,course,コース,,,
40,cost,費用,,,
40,contract,契約する,,,
40,context,環境,,,
40,competitive,競争の,,,
40,asl,海抜,,,
39,values,値,,,
39,thus,こうして,,,
39,throughout,ずっと,,,
39,technologies,テクノロジ,,,
39,situation,状況,,,
39,science,理科,,,
39,revolution,革命,,,
39,resources,リソース,,,
39,once,一度,,,
39,move,動き,,,
39,live,住む,,,
39,income,所得,,,
39,happy,ハッピー,,,
39,half,ハーフ,,,
39,failure,故障,,,
39,enough,足りる,,,
39,created,作成した,,,
39,commercial,商業の,,,
39,brain,脳,,,
39,benefit,ベネフィット,,,
39,bangladesh,バングラデシュ,,,
39,areas,エリア,,,
39,africa,アフリカ,,,
39,activity,アクティビティ,,,
38,year,年,,,
38,taken,とら,,,
38,surface,表面,,,
38,suggest,提案します,,,
38,project,事業,,,
38,populations,集団,,,
38,poor,貧しいです,,,
38,paper,論文,,,
38,origin,原点,,,
38,never,決して,,,
38,line,ライン,,,
38,grammar,文法,,,
38,food,食物,,,
38,exercise,運動,,,
38,estimate,推計,,,
38,end,終わり,,,
38,document,資料,,,
38,conditions,条件,,,
38,civility,礼節,,,
38,began,始めた,,,
38,acquisition,取得,,,
37,various,諸,,,
37,study,調査,,,
37,special,特別,,,
37,space,スペース,,,
37,second,第2,,,
37,science,理科,,,
37,rights,権利,,,
37,results,結果,,,
37,required,必須,,,
37,picture,画像,,,
37,keep,保つ,,,
37,image,画像,,,
37,identity,身元,,,
37,gain,利得,,,
37,external,外部の,,,
37,contrast,コントラスト,,,
37,connected,接続,,,
37,attempt,試み,,,
37,atmosphere,雰囲気,,,
37,associated,関連しました,,,
37,analysis,分析,,,
37,across,横切って,,,
37,ability,能力,,,
36,ways,方法,,,
36,understanding,理解,,,
36,together,一緒,,,
36,sustainable,持続可能な,,,
36,resource,資源,,,
36,religion,宗教,,,
36,present,現在,,,
36,planet,惑星,,,
36,persons,人,,,
36,over,オーバー,,,
36,nature,自然,,,
36,mental,メンタル,,,
36,limited,限られました,,,
36,interaction,インタラクション,,,
36,having,ました,,,
36,getting,取得,,,
36,four,四,,,
36,foreign,外国の,,,
36,factors,要因,,,
36,facebook,フェイスブック,,,
36,experiment,実験,,,
36,creating,作成,,,
36,concerned,心配している,,,
36,brought,持ってきた,,,
36,billion,十億,,,
36,amount,量,,,
35,unique,ユニーク,,,
35,type,タイプ,,,
35,turn,順番,,,
35,television,テレビ,,,
35,someone,誰か,,,
35,record,記録,,,
35,ourselves,自分自身,,,
35,off,オフ,,,
35,man,おとこ,,,
35,last,最終,,,
35,key,キー,,,
35,individual,個人,,,
35,identify,識別,,,
35,hold,ホールド,,,
35,hand,手,,,
35,distance,距離,,,
35,complete,コンプリート,,,
35,compact,コンパクト,,,
35,business,ビジネス,,,
35,british,英国人,,,
35,anthropomorphism,擬人化,,,
35,age,年齢,,,
34,tool,ツール,,,
34,states,状態,,,
34,sometimes,時々,,,
34,rich,リッチ,,,
34,opinion,意見,,,
34,more,もっと,,,
34,looking,見ること,,,
34,learned,学びました,,,
34,leader,盟主,,,
34,have,持ってる,,,
34,ever,今までに,,,
34,despite,にもかかわらず,,,
34,described,説明,,,
34,cultures,文化,,,
34,content,コンテンツ,,,
34,circumstances,状況,,,
34,c,C,,,
34,appropriate,適切な,,,
34,ancient,古代,,,
33,today,今日,,,
33,symbolic,シンボリック,,,
33,scale,規模,,,
33,reason,理由,,,
33,percent,パーセント,,,
33,ones,もの,,,
33,ngo,NGO,,,
33,necessarily,必ずしも,,,
33,land,土地,,,
33,lack,欠如,,,
33,itself,自体,,,
33,indeed,確かに,,,
33,increased,増加,,,
33,home,家,,,
33,equally,平等に,,,
33,economists,エコノミスト,,,
33,draw,ドロー,,,
33,combination,組み合わせ,,,
33,caused,原因,,,
33,book,本,,,
33,age,年齢,,,
32,value,値,,,
32,took,取った,,,
32,told,話しました,,,
32,this,この,,,
32,soon,やがて,,,
32,risen,上昇,,,
32,reasonable,合理的,,,
32,plan,予定,,,
32,nothing,何も,,,
32,kind,種類,,,
32,identity,身元,,,
32,humanity,人類,,,
32,household,家庭,,,
32,highly,高度に,,,
32,google,グーグル,,,
32,everything,すべて,,,
32,due,原因,,,
32,differences,違い,,,
32,by,沿って,,,
32,because,なぜなら,,,
32,avoid,避ける,,,
32,arsenic,砒素,,,
32,acquired,獲得しました,,,
31,words,言葉,,,
31,up,アップ,,,
31,travel,トラベル,,,
31,traits,特徴,,,
31,today,今日,,,
31,think,考えます,,,
31,themselves,自分自身,,,
31,task,仕事,,,
31,specific,明確な,,,
31,situations,状況,,,
31,rapid,急速,,,
31,power,パワー,,,
31,population,人口,,,
31,pacific,パシフィック,,,
31,movement,移動,,,
31,me,私に,,,
31,landmark,ランドマーク,,,
31,knew,知っていました,,,
31,history,歴史,,,
31,heat,熱,,,
31,experiments,実験,,,
31,emotion,感情,,,
31,cause,原因,,,
31,call,コール,,,
31,brain,脳,,,
31,area,範囲,,,
31,agriculture,農業,,,
31,actually,実際,,,
30,working,ワーキング,,,
30,which,これ,,,
30,tools,ツール,,,
30,takes,とり,,,
30,suffering,苦しみ,,,
30,struggle,闘い,,,
30,strength,力,,,
30,risk,危険,,,
30,remains,遺体,,,
30,recognize,認めます,,,
30,production,製造,,,
30,process,処理する,,,
30,money,お金,,,
30,meaning,意味,,,
30,king,キング,,,
30,ideas,考え,,,
30,happen,起こります,,,
30,going,行き,,,
30,goes,行きます,,,
30,follow,従います,,,
30,face,面,,,
30,european,欧州の,,,
30,error,エラー,,,
30,devices,デバイス,,,
30,cognitive,認知,,,
30,clearly,はっきり,,,
30,chemical,ケミカル,,,
30,benefits,利点,,,
30,basis,基礎,,,
30,authority,権限,,,
30,atmospheric,大気の,,,
30,answer,回答,,,
30,allow,許します,,,
30,agree,一致します,,,
30,account,アカウント,,,
29,tropical,トロピカル,,,
29,suggests,示唆,,,
29,success,成功,,,
29,six,六,,,
29,serious,深刻,,,
29,room,ルーム,,,
29,ready,準備ができて,,,
29,produced,生産,,,
29,produce,作物,,,
29,period,限目,,,
29,pacific,パシフィック,,,
29,offer,提供,,,
29,occur,発生する,,,
29,nation,国家,,,
29,minister,牧師,,,
29,mean,平均,,,
29,management,管理,,,
29,lower,下,,,
29,laboratory,研究室,,,
29,la,ラ,,,
29,interactions,相互作用,,,
29,habitat,生息地,,,
29,fundamental,基本的な,,,
29,find,見つけます,,,
29,explain,説明します,,,
29,easy,イージー,,,
29,design,設計,,,
29,consumption,消費,,,
29,colleagues,同僚,,,
29,becoming,なってきて,,,
29,ancestor,祖先,,,
29,allowed,許可,,,
29,adults,大人,,,
28,water,水,,,
28,use,使用する,,,
28,term,期間,,,
28,temperature,温度,,,
28,technical,テクニカル,,,
28,systems,システム,,,
28,require,必要とする,,,
28,reduce,減らします,,,
28,psychologists,心理学者,,,
28,provides,提供,,,
28,primary,主要,,,
28,needs,ニーズ,,,
28,me,私に,,,
28,matter,案件,,,
28,lose,失う,,,
28,linked,リンク,,,
28,learn,学びます,,,
28,internal,内部,,,
28,innovation,革新,,,
28,increase,増加する,,,
28,imagine,想像します,,,
28,house,家,,,
28,education,教育,,,
28,document,資料,,,
28,decisions,決定,,,
28,current,電流,,,
28,creates,作成,,,
28,concern,懸念,,,
28,belief,信念,,,
28,behaviour,動作,,,
28,authority,権限,,,
28,association,協会,,,
28,anything,何でも,,,
28,acquire,取得,,,
28,absolute,絶対の,,,
27,video,ビデオ,,,
27,thousands,数千,,,
27,therefore,故に,,,
27,there,そこ,,,
27,support,サポート,,,
27,sought,求め,,,
27,software,ソフトウェア,,,
27,series,シリーズ,,,
27,rural,農村,,,
27,route,ルート,,,
27,relationships,関係,,,
27,reality,現実,,,
27,read,読んだ,,,
27,politics,政治,,,
27,party,パーティー,,,
27,organization,組織,,,
27,off,オフ,,,
27,nor,も,,,
27,mind,マインド,,,
27,martian,火星,,,
27,map,地図,,,
27,main,メイン,,,
27,issue,問題,,,
27,himself,彼自身,,,
27,here,ここに,,,
27,health,健康,,,
27,hard,ハード,,,
27,h,時間,,,
27,gives,提供します,,,
27,gave,与えました,,,
27,field,フィールド,,,
27,feelings,思い,,,
27,feeling,感じ,,,
27,favor,好意,,,
27,europe,ヨーロッパ,,,
27,effort,努力,,,
27,distance,距離,,,
27,display,表示,,,
27,day,日,,,
27,continue,継続する,,,
27,combined,合成,,,
27,climate,気候,,,
27,classical,クラシカル,,,
27,class,クラス,,,
27,available,利用できます,,,
26,weather,天気,,,
26,than,より,,,
26,taking,撮影,,,
26,take,取る,,,
26,subjective,主観的,,,
26,studies,研究,,,
26,significant,重要,,,
26,reveal,明らかにする,,,
26,respect,尊敬,,,
26,remain,残ります,,,
26,re,再,,,
26,put,置きます,,,
26,policy,ポリシー,,,
26,photograph,写真,,,
26,pattern,パターン,,,
26,participants,参加者,,,
26,model,モデル,,,
26,maintain,維持します,,,
26,leader,盟主,,,
26,later,後,,,
26,late,遅く,,,
26,it's,それはです,,,
26,indeed,確かに,,,
26,increase,増加する,,,
26,fact,事実,,,
26,extremely,極めて,,,
26,educational,教育の,,,
26,degree,程度,,,
26,day,日,,,
26,data,データ,,,
26,condition,調子,,,
26,closely,密接に,,,
26,assumption,仮定,,,
26,another,別の,,,
26,allows,ことができます,,,
25,went,行ってきました,,,
25,views,景色,,,
25,tv,テレビ,,,
25,tree,木,,,
25,top,上,,,
25,structure,構造,,,
25,spite,悪意,,,
25,spend,費やす,,,
25,source,ソース,,,
25,result,結果,,,
25,represents,表し,,,
25,possibly,おそらく,,,
25,personality,人,,,
25,paragraph,段落,,,
25,open,開いた,,,
25,newspaper,新聞,,,
25,interest,関心,,,
25,improve,改善します,,,
25,if,もし,,,
25,greatest,最高の,,,
25,generation,世代,,,
25,further,さらに,,,
25,felt,フェルト,,,
25,exist,が存在,,,
25,deep,深い,,,
25,charles,チャールズ,,,
25,begin,ベギン,,,
25,author,著者,,,
25,aspect,側面,,,
25,anthropomorphism,擬人化,,,
25,ancestors,祖先,,,
24,waste,無駄,,,
24,warm,暖かいです,,,
24,variety,多様,,,
24,third,第三,,,
24,teach,教える,,,
24,screen,画面,,,
24,responsible,責任者,,,
24,refers,指し、,,,
24,psychological,心理学的,,,
24,potential,潜在的な,,,
24,per,あたり,,,
24,organic,オーガニック,,,
24,ordinary,一般,,,
24,objective,目的,,,
24,money,お金,,,
24,middle,中間,,,
24,merely,単に,,,
24,kinds,種類,,,
24,involved,関与,,,
24,interest,関心,,,
24,indicate,示す,,,
24,impact,影響,,,
24,immediate,即座,,,
24,hormonal,ホルモン,,,
24,group,グループ,,,
24,festival,祭り,,,
24,energy,エネルギー,,,
24,elements,要素,,,
24,effects,効果,,,
24,effect,効果,,,
24,easier,より簡単に,,,
24,direct,直接,,,
24,destroy,破壊,,,
24,describe,述べます,,,
24,continued,続け,,,
24,code,コード,,,
24,church,教会,,,
24,buying,買い取り,,,
24,breeding,育種,,,
24,body,体,,,
24,b,B,,,
24,attempts,試み,,,
24,associates,仲間,,,
24,art,アート,,,
24,aggressive,アグレッシブ,,,
23,yourself,自分自身,,,
23,works,ワークス,,,
23,web,ウェブ,,,
23,war,戦争,,,
23,wants,欲求,,,
23,trait,トレイト,,,
23,thousand,千,,,
23,third,第三,,,
23,theory,理論,,,
23,that,それ,,,
23,tended,傾向が見られました,,,
23,task,仕事,,,
23,scale,規模,,,
23,routes,ルート,,,
23,rising,上昇,,,
23,reports,レポート,,,
23,relation,関係,,,
23,quite,かなり,,,
23,principle,原理,,,
23,perspective,展望,,,
23,performance,演奏,,,
23,people's,人々の,,,
23,parent,親,,,
23,opposed,反対,,,
23,ocean,海洋,,,
23,movement,移動,,,
23,map,地図,,,
23,manner,やり方,,,
23,maintenance,メンテナンス,,,
23,liberals,リベラル,,,
23,keeping,キープ,,,
23,intercultural,異文化,,,
23,instead,その代わり,,,
23,instance,インスタンス,,,
23,ideal,理想的,,,
23,house,家,,,
23,holds,保持しています,,,
23,happened,起こりました,,,
23,frame,フレーム,,,
23,family,家族,,,
23,expected,予想,,,
23,event,イベント,,,
23,erasmus,エラスムス,,,
23,emerge,出てきます,,,
23,effort,努力,,,
23,efficient,効率的,,,
23,effective,効果的な,,,
23,economist,エコノミスト,,,
23,dna,DNA,,,
23,disease,疾患,,,
23,direction,方向,,,
23,designed,設計,,,
23,depends,依存,,,
23,debate,ディベート,,,
23,control,コントロール,,,
23,college,カレッジ,,,
23,circumstance,事情,,,
23,chomsky,チョムスキー,,,
23,case,場合,,,
23,carried,実施,,,
23,birth,誕生,,,
23,belief,信念,,,
23,beings,人間,,,
23,attributed,帰せ,,,
23,ask,頼みます,,,
23,advance,前進,,,
22,who,WHO,,,
22,when,いつ,,,
22,unlike,異なり、,,,
22,ultimately,最終的には,,,
22,thinking,考え,,,
22,ten,十,,,
22,symbols,シンボル,,,
22,surveillance,監視,,,
22,succeed,成功します,,,
22,standard,標準,,,
22,slightly,わずかに,,,
22,serve,サーブ,,,
22,seemed,見えました,,,
22,satisfaction,満足,,,
22,report,報告書,,,
22,relationship,関係,,,
22,recently,最近,,,
22,reading,読書,,,
22,range,範囲,,,
22,product,製品,,,
22,otherwise,さもないと,,,
22,next,次,,,
22,nations,国,,,
22,nasa,米航空宇宙局（NASA）,,,
22,light,光,,,
22,internet,インターネット,,,
22,interesting,面白い,,,
22,institute,学院,,,
22,influence,影響,,,
22,impossible,不可能,,,
22,image,画像,,,
22,hundreds,何百,,,
22,god,神,,,
22,forces,力,,,
22,finally,最後に,,,
22,familiar,よく知られています,,,
22,expression,表現,,,
22,existence,存在,,,
22,essence,エッセンス,,,
22,enjoy,楽しい,,,
22,driven,ドリブン,,,
22,diverse,多様,,,
22,dialectal,方言,,,
22,development,開発,,,
22,decision,決定,,,
22,deal,対処,,,
22,danger,危険,,,
22,contract,契約する,,,
22,competition,コンペ,,,
22,company,会社,,,
22,communicate,コミュニケート,,,
22,chimpanzee,チンパンジー,,,
22,characterized,特徴づけ,,,
22,characteristic,特性,,,
22,character,キャラクター,,,
22,cd,CD,,,
22,born,生まれ,,,
22,before,前,,,
22,bad,悪い,,,
22,ass,尻,,,
22,aspects,側面,,,
22,again,再び,,,
22,affairs,業務,,,
21,wish,願い,,,
21,whom,誰,,,
21,wells,井戸,,,
21,want,欲しいです,,,
21,versus,対,,,
21,version,バージョン,,,
21,therefore,故に,,,
21,tendencies,傾向,,,
21,suffer,苦しみます,,,
21,subjects,科目,,,
21,student,学生,,,
21,spread,展開する,,,
21,since,から,,,
21,require,必要とする,,,
21,represent,代表します,,,
21,red,赤,,,
21,proved,証明,,,
21,proportion,割合,,,
21,progress,進捗,,,
21,productive,生産,,,
21,predicted,予測,,,
21,point,ポイント,,,
21,parties,パーティー,,,
21,overcome,打ち勝ちます,,,
21,organization,組織,,,
21,occurs,発生,,,
21,networking,ネットワーキング,,,
21,mar,擦り傷,,,
21,magazine,マガジン,,,
21,looked,見えました,,,
21,judge,裁判官,,,
21,issues,問題,,,
21,issue,問題,,,
21,increasingly,ますます,,,
21,increasing,増加,,,
21,idea,考え,,,
21,head,頭,,,
21,happier,幸せ,,,
21,grew,育った,,,
21,go,行きます,,,
21,giving,与え,,,
21,give,与える,,,
21,genetically,遺伝的に,,,
21,garlic,ニンニク,,,
21,for,にとって,,,
21,failed,失敗しました,,,
21,extended,拡張,,,
21,expect,期待します,,,
21,evaluate,評価します,,,
21,education,教育,,,
21,economy,経済,,,
